Station_name,Day_of_week,Time_slot,Weather_condition,Event_nearby,Is_holiday,Avg_passenger_count
New Delhi,Tuesday,Night(9PM - 11PM),Cloudy,Yes,No,872
Lajpat Nagar,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,140
Yamuna Bank,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,512
Shivaji Stadium,Saturday,Night(9PM - 11PM),Foggy,No,Yes,246
Kashmere Gate,Monday,Morning(7PM - 10 AM),Foggy,Yes,Yes,1206
Hauz Khas,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,244
MG Road,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,650
Saket,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,No,279
Kashmere Gate,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,1158
Vishwavidyalaya,Thursday,Night(9PM - 11PM),Rainy,Yes,No,333
Rohini West,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,174
Inderlok,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,532
Botanical Garden,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,195
Hauz Khas,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,308
Yamuna Bank,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,279
Vaishali,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,290
Karol Bagh,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,587
Vishwavidyalaya,Saturday,Night(9PM - 11PM),Clear,No,No,50
Mayur Vihar,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,601
Vaishali,Sunday,Evening(4PM - 8PM),Rainy,Yes,No,182
Vaishali,Sunday,Morning(7PM - 10 AM),Cloudy,No,Yes,272
Kashmere Gate,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,1136
Kashmere Gate,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,1050
New Delhi,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,966
Yamuna Bank,Saturday,Morning(7PM - 10 AM),Foggy,No,Yes,246
Central Secretariat,Friday,Morning(7PM - 10 AM),Foggy,Yes,No,464
Yamuna Bank,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,224
Botanical Garden,Thursday,Morning(7PM - 10 AM),Clear,Yes,Yes,565
Mayur Vihar,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,623
Saket,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,464
New Delhi,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,643
Chandni Chowk,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,230
MG Road,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,543
Rohini West,Friday,Night(9PM - 11PM),Foggy,Yes,No,430
Kashmere Gate,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,952
Inderlok,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,614
Botanical Garden,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,516
MG Road,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,569
Rohini West,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,369
Vaishali,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,295
Central Secretariat,Tuesday,Night(9PM - 11PM),Rainy,No,Yes,678
New Delhi,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,1122
Vaishali,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,595
Dwarka Sector 21,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,209
Inderlok,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,98
New Delhi,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1102
Shivaji Stadium,Saturday,Night(9PM - 11PM),Clear,Yes,No,50
Shivaji Stadium,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,476
Rohini West,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,223
Rohini West,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,183
Central Secretariat,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,378
MG Road,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,503
Lajpat Nagar,Tuesday,Morning(7PM - 10 AM),Foggy,No,Yes,636
Saket,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,597
Central Secretariat,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,522
New Delhi,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,688
Saket,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,535
Lajpat Nagar,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,662
Shivaji Stadium,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,510
Dwarka Sector 21,Tuesday,Morning(7PM - 10 AM),Cloudy,No,No,372
Karol Bagh,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,290
Lajpat Nagar,Wednesday,Night(9PM - 11PM),Foggy,No,Yes,668
Noida City Centre,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,242
Mayur Vihar,Saturday,Evening(4PM - 8PM),Rainy,Yes,No,92
Mayur Vihar,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,338
Yamuna Bank,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,No,437
Lajpat Nagar,Monday,Evening(4PM - 8PM),Foggy,Yes,No,448
Lajpat Nagar,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,497
Hauz Khas,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,447
Karol Bagh,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,488
Lajpat Nagar,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,515
Saket,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,632
Rajiv Chowk,Thursday,Evening(4PM - 8PM),Foggy,Yes,No,880
Botanical Garden,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,641
Shivaji Stadium,Friday,Night(9PM - 11PM),Cloudy,Yes,No,194
Rohini West,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,532
Inderlok,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,575
Rajiv Chowk,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,No,605
Yamuna Bank,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,646
Lajpat Nagar,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,481
Inderlok,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,584
Shivaji Stadium,Thursday,Morning(7PM - 10 AM),Clear,No,Yes,451
Shivaji Stadium,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,463
Hauz Khas,Tuesday,Evening(4PM - 8PM),Foggy,No,Yes,614
Yamuna Bank,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,No,50
MG Road,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,520
Vaishali,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,182
Rohini West,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,534
Kashmere Gate,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,1006
New Delhi,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,1161
Rohini West,Tuesday,Evening(4PM - 8PM),Foggy,No,Yes,640
Shivaji Stadium,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,No,267
Botanical Garden,Sunday,Night(9PM - 11PM),Foggy,Yes,No,50
Shivaji Stadium,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,653
Yamuna Bank,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,445
MG Road,Thursday,Afternoon(11AM - 2PM),Clear,Yes,No,353
Yamuna Bank,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,186
Mayur Vihar,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,531
Rajiv Chowk,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,969
New Delhi,Friday,Evening(4PM - 8PM),Clear,Yes,No,823
Inderlok,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,657
Vishwavidyalaya,Monday,Evening(4PM - 8PM),Cloudy,Yes,No,278
Botanical Garden,Saturday,Afternoon(11AM - 2PM),Clear,Yes,No,50
Rajiv Chowk,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,1060
Lajpat Nagar,Sunday,Morning(7PM - 10 AM),Foggy,No,No,50
Inderlok,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,157
Noida City Centre,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,261
Inderlok,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,415
Rohini West,Friday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,573
Karol Bagh,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,307
Botanical Garden,Sunday,Morning(7PM - 10 AM),Clear,No,Yes,206
Dwarka Sector 21,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,558
Botanical Garden,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,565
New Delhi,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,1138
MG Road,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,251
Rohini West,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,192
Mayur Vihar,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,470
Hauz Khas,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,624
Rohini West,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,574
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,725
Vaishali,Wednesday,Afternoon(11AM - 2PM),Cloudy,No,Yes,580
Botanical Garden,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,494
Saket,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,519
Hauz Khas,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,463
Chandni Chowk,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,536
Vaishali,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,296
Shivaji Stadium,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,505
Shivaji Stadium,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,278
Lajpat Nagar,Tuesday,Evening(4PM - 8PM),Foggy,No,Yes,572
Rohini West,Friday,Evening(4PM - 8PM),Clear,Yes,No,357
Inderlok,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,693
Rajiv Chowk,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,676
Kashmere Gate,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,668
Dwarka Sector 21,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,543
Botanical Garden,Monday,Morning(7PM - 10 AM),Foggy,Yes,No,478
Central Secretariat,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,355
Vishwavidyalaya,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,397
Inderlok,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,558
Saket,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,641
Vishwavidyalaya,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,563
Kashmere Gate,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,1023
Karol Bagh,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,507
Yamuna Bank,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,229
Noida City Centre,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,527
Inderlok,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,567
Rajiv Chowk,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,827
MG Road,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,609
Yamuna Bank,Thursday,Afternoon(11AM - 2PM),Foggy,No,Yes,626
Chandni Chowk,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,602
Noida City Centre,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,321
Mayur Vihar,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,516
Inderlok,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,545
Kashmere Gate,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,No,465
Inderlok,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,427
Chandni Chowk,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,371
New Delhi,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1099
Rohini West,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,516
Chandni Chowk,Saturday,Morning(7PM - 10 AM),Clear,No,Yes,199
Kashmere Gate,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,950
Saket,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,191
Saket,Friday,Night(9PM - 11PM),Foggy,Yes,No,400
Noida City Centre,Tuesday,Night(9PM - 11PM),Cloudy,Yes,Yes,412
Hauz Khas,Friday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,625
Shivaji Stadium,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,317
Saket,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,482
Lajpat Nagar,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,673
Mayur Vihar,Saturday,Night(9PM - 11PM),Foggy,Yes,No,119
Rohini West,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,245
Yamuna Bank,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,519
Dwarka Sector 21,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,No,420
Central Secretariat,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,491
Rajiv Chowk,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,973
Vishwavidyalaya,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,194
Mayur Vihar,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,445
Saket,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,187
Lajpat Nagar,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,645
Vaishali,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,500
Lajpat Nagar,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,434
Inderlok,Monday,Night(9PM - 11PM),Cloudy,No,Yes,524
MG Road,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,203
New Delhi,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,1029
Botanical Garden,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,173
Central Secretariat,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,594
Rajiv Chowk,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,927
Central Secretariat,Monday,Night(9PM - 11PM),Clear,Yes,No,298
Mayur Vihar,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,544
Saket,Friday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,581
Karol Bagh,Tuesday,Morning(7PM - 10 AM),Clear,Yes,No,408
Central Secretariat,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,180
Rohini West,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,240
Saket,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,231
Lajpat Nagar,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,482
New Delhi,Sunday,Morning(7PM - 10 AM),Foggy,Yes,No,581
MG Road,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,582
New Delhi,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,983
Vishwavidyalaya,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,657
New Delhi,Monday,Morning(7PM - 10 AM),Cloudy,Yes,No,721
Shivaji Stadium,Monday,Evening(4PM - 8PM),Foggy,Yes,Yes,603
Chandni Chowk,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,613
Rohini West,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,507
New Delhi,Thursday,Night(9PM - 11PM),Rainy,No,Yes,1044
MG Road,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,548
Saket,Thursday,Night(9PM - 11PM),Rainy,Yes,No,384
Vishwavidyalaya,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,449
Kashmere Gate,Sunday,Night(9PM - 11PM),Cloudy,No,Yes,715
Rohini West,Sunday,Night(9PM - 11PM),Clear,Yes,No,58
Yamuna Bank,Tuesday,Night(9PM - 11PM),Foggy,Yes,No,403
Botanical Garden,Tuesday,Morning(7PM - 10 AM),Foggy,No,Yes,584
Rajiv Chowk,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,993
Yamuna Bank,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,514
Vaishali,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,260
Chandni Chowk,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,483
Chandni Chowk,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,163
Saket,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,589
Kashmere Gate,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,1010
Mayur Vihar,Wednesday,Night(9PM - 11PM),Foggy,No,Yes,620
Saket,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,652
Vishwavidyalaya,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,589
Shivaji Stadium,Saturday,Night(9PM - 11PM),Foggy,Yes,No,88
Rajiv Chowk,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,861
Hauz Khas,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,343
Botanical Garden,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,564
Botanical Garden,Wednesday,Afternoon(11AM - 2PM),Cloudy,No,Yes,546
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,921
Shivaji Stadium,Wednesday,Afternoon(11AM - 2PM),Cloudy,No,Yes,537
Inderlok,Tuesday,Morning(7PM - 10 AM),Cloudy,No,Yes,446
Inderlok,Friday,Afternoon(11AM - 2PM),Cloudy,No,Yes,537
New Delhi,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,1018
Shivaji Stadium,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,181
Botanical Garden,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,176
Inderlok,Monday,Night(9PM - 11PM),Foggy,Yes,No,391
Inderlok,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,93
Mayur Vihar,Thursday,Morning(7PM - 10 AM),Rainy,No,Yes,472
Vaishali,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,204
Hauz Khas,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,275
Hauz Khas,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,572
Karol Bagh,Friday,Night(9PM - 11PM),Cloudy,Yes,No,282
Kashmere Gate,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,1023
Yamuna Bank,Thursday,Morning(7PM - 10 AM),Clear,Yes,Yes,537
Vaishali,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,484
Central Secretariat,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,601
Botanical Garden,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,647
Karol Bagh,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,482
Rajiv Chowk,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,1144
Central Secretariat,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,618
Rajiv Chowk,Friday,Morning(7PM - 10 AM),Rainy,Yes,No,944
Yamuna Bank,Wednesday,Evening(4PM - 8PM),Clear,Yes,No,348
Yamuna Bank,Friday,Night(9PM - 11PM),Clear,Yes,Yes,525
Noida City Centre,Thursday,Evening(4PM - 8PM),Foggy,No,Yes,595
Rohini West,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,624
Inderlok,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,447
Lajpat Nagar,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,618
Hauz Khas,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,239
Mayur Vihar,Friday,Evening(4PM - 8PM),Clear,No,No,252
Lajpat Nagar,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,264
MG Road,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,496
Inderlok,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,519
Karol Bagh,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,539
Saket,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,388
Saket,Sunday,Evening(4PM - 8PM),Rainy,Yes,No,160
Rohini West,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,193
Rajiv Chowk,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,1149
Yamuna Bank,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,491
New Delhi,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,656
Karol Bagh,Friday,Evening(4PM - 8PM),Rainy,No,Yes,686
Chandni Chowk,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,596
Vishwavidyalaya,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,605
Inderlok,Monday,Night(9PM - 11PM),Clear,Yes,Yes,491
Dwarka Sector 21,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,228
Noida City Centre,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,527
Yamuna Bank,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,621
Dwarka Sector 21,Wednesday,Afternoon(11AM - 2PM),Foggy,No,No,444
Vaishali,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,259
New Delhi,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,1021
Botanical Garden,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,628
New Delhi,Friday,Morning(7PM - 10 AM),Foggy,No,Yes,1165
Karol Bagh,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,519
Rohini West,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,430
Inderlok,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,272
Noida City Centre,Thursday,Morning(7PM - 10 AM),Clear,Yes,No,225
Saket,Tuesday,Night(9PM - 11PM),Rainy,Yes,No,380
Karol Bagh,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,218
Karol Bagh,Wednesday,Night(9PM - 11PM),Clear,No,Yes,536
Shivaji Stadium,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,327
Noida City Centre,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,292
Chandni Chowk,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,363
Kashmere Gate,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1004
Vishwavidyalaya,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,547
MG Road,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,601
Inderlok,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,161
Rohini West,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,No,293
Chandni Chowk,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,224
New Delhi,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,972
Central Secretariat,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,172
Inderlok,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,186
Saket,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,543
Noida City Centre,Tuesday,Morning(7PM - 10 AM),Rainy,No,Yes,631
Karol Bagh,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,340
Lajpat Nagar,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,607
Vaishali,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,No,50
New Delhi,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,1058
Mayur Vihar,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,257
Rajiv Chowk,Friday,Night(9PM - 11PM),Cloudy,Yes,No,859
Shivaji Stadium,Saturday,Morning(7PM - 10 AM),Clear,Yes,No,50
Yamuna Bank,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,502
Vishwavidyalaya,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,174
MG Road,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,660
Vishwavidyalaya,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,542
Noida City Centre,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,432
Vishwavidyalaya,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,316
Vaishali,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,563
Dwarka Sector 21,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,186
Noida City Centre,Thursday,Morning(7PM - 10 AM),Foggy,Yes,No,324
Karol Bagh,Saturday,Morning(7PM - 10 AM),Foggy,Yes,No,107
MG Road,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,210
Lajpat Nagar,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,513
Saket,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,479
Noida City Centre,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,486
Saket,Friday,Afternoon(11AM - 2PM),Cloudy,No,Yes,405
Lajpat Nagar,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,348
Kashmere Gate,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,1011
Kashmere Gate,Monday,Morning(7PM - 10 AM),Rainy,No,Yes,1119
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,688
Rohini West,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,228
Hauz Khas,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,207
Kashmere Gate,Wednesday,Morning(7PM - 10 AM),Clear,No,Yes,950
Inderlok,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,328
Dwarka Sector 21,Thursday,Night(9PM - 11PM),Rainy,Yes,No,397
Lajpat Nagar,Saturday,Afternoon(11AM - 2PM),Rainy,No,Yes,288
Rajiv Chowk,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,1111
Rohini West,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,No,357
Mayur Vihar,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,582
Rajiv Chowk,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,718
Hauz Khas,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,610
Inderlok,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,278
Botanical Garden,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,470
Mayur Vihar,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,449
MG Road,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,525
Inderlok,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,570
Dwarka Sector 21,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,436
Rohini West,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,297
Saket,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,348
